time(y),mp_elev(m),dep_area(m^2)
0.0,0.004700854700857349,13.0
0.2,0.15634707199346565,115.0
0.4,0.310068691651054,159.0
0.6000000000000001,0.4501512195726889,186.0
0.8,0.5766352010644056,198.0
1.0,0.6893700223909036,214.0
1.2000000000000002,0.7921347049748704,234.0
1.4000000000000001,0.8811591361762652,238.0
1.6,0.9565121527440539,250.0
1.8,1.0189869404941447,250.0
2.0,1.0699420412655627,256.0
2.2,1.1135840017658154,270.0
2.4000000000000004,1.1497017700236398,278.0
2.6,1.179274175593136,288.0
2.8000000000000003,1.2033601623201093,296.0
3.0,1.2227187332489962,304.0
3.2,1.2388539181493883,311.0
3.4000000000000004,1.25262436470166,319.0
3.6,1.2629865415962485,319.0
3.8000000000000003,1.2701043993106111,331.0
4.0,1.27412834598438,346.0
4.2,1.275213448104168,352.0
4.4,1.2749404554377435,361.0
4.6000000000000005,1.2727697491057484,371.0
4.800000000000001,1.2683225354026035,377.0
5.0,1.2617450831596102,385.0
5.2,1.2531742028379256,391.0
5.4,1.2427361166719493,397.0
5.6000000000000005,1.2318346506879578,410.0
5.800000000000001,1.2198166885897308,418.0
6.0,1.2063704297804918,433.0
6.2,1.1915734684317698,437.0
6.4,1.1754976146183935,447.0
6.6000000000000005,1.1582107043958132,451.0
6.800000000000001,1.140608365280272,462.0
7.0,1.1226573618935305,472.0
7.2,1.1037826083940416,480.0
7.4,1.084036654225173,492.0
7.6000000000000005,1.0634711576020237,502.0
7.800000000000001,1.042137407859741,504.0
8.0,1.020266272387616,511.0
8.200000000000001,0.9989008084550193,528.0
8.4,0.9770012588397918,542.0
8.6,0.9546130607657659,546.0
8.8,0.9317813349011885,548.0
9.0,0.9085510189768655,560.0
9.200000000000001,0.8849669461662444,572.0
9.4,0.8616633083519929,583.0
9.600000000000001,0.8387413460220472,591.0
9.8,0.8156616814363105,607.0
10.0,0.7924628384464967,609.0
10.200000000000001,0.7691823476709061,617.0
10.4,0.7458567147348418,628.0
10.600000000000001,0.7225213728455913,634.0
10.8,0.6999012743307986,645.0
11.0,0.6777709037699111,653.0
11.200000000000001,0.6557802507061723,663.0
11.4,0.6339552816187535,679.0
11.600000000000001,0.6123200857091291,689.0
11.8,0.5908968665836483,697.0
12.0,0.5697059380631657,705.0
12.200000000000001,0.5493232286633827,712.0
12.4,0.5296662561957248,718.0
12.600000000000001,0.5103327805295805,724.0
12.8,0.4913321044037815,734.0
13.0,0.4726713997730485,748.0
13.200000000000001,0.4543557989811262,763.0
13.4,0.43638849668438695,769.0
13.600000000000001,0.41902100111738605,776.0
13.8,0.40266951189929046,786.0
14.0,0.38670055513983925,808.0
14.200000000000001,0.37110799918173143,810.0
14.4,0.3558841714970242,816.0
14.600000000000001,0.3410200396152163,824.0
14.8,0.3265053955850874,830.0
15.0,0.31232904132913575,836.0
15.200000000000001,0.2991212976630493,851.0
15.4,0.28644060538091765,863.0
15.600000000000001,0.27408846411348975,875.0
15.8,0.26204912138969405,885.0
16.0,0.2503065296317857,889.0
16.2,0.23884451814082297,893.0
16.400000000000002,0.2276469530899874,900.0
16.6,0.21673574476919555,915.0
16.8,0.20678782895920733,925.0
