time(y),mp_elev(m),dep_area(m^2)
0.0,0.0,0.0
0.2,0.002432045632701829,14.0
0.4,0.05669121162350166,84.0
0.6000000000000001,0.13053333482919527,195.0
0.8,0.2126093215175331,314.0
1.0,0.29386287951587065,398.0
1.2000000000000002,0.3715827806628198,461.0
1.4000000000000001,0.4456346590737894,522.0
1.6,0.5159865991347914,565.0
1.8,0.5825903858585093,599.0
2.0,0.6453986704398176,636.0
2.2,0.7043876280413457,658.0
2.4000000000000004,0.7595792828285113,685.0
2.6,0.8115350768296139,706.0
2.8000000000000003,0.8606538342924495,728.0
3.0,0.9063938479076938,747.0
3.2,0.9489968151075914,773.0
3.4000000000000004,0.9887274375370936,787.0
3.6,1.0258517406487329,797.0
3.8000000000000003,1.0606190356362788,809.0
4.0,1.0932495941293325,824.0
4.2,1.1239888803779507,839.0
4.4,1.1538726483956907,843.0
4.6000000000000005,1.1820728710267048,867.0
4.800000000000001,1.2086749210772894,881.0
5.0,1.2337464076759943,891.0
5.2,1.2573439124742833,894.0
5.4,1.2795184975369125,900.0
5.6000000000000005,1.3003196006436184,914.0
5.800000000000001,1.3197973064784492,932.0
6.0,1.338518246668798,937.0
6.2,1.3563785935292572,949.0
6.4,1.3730778175094969,955.0
6.6000000000000005,1.3886655993858597,965.0
6.800000000000001,1.4031908773633432,971.0
7.0,1.416701043556202,981.0
7.2,1.4292413623049214,989.0
7.4,1.4408546260468427,995.0
7.6000000000000005,1.451581022449517,1006.0
7.800000000000001,1.4621693678123506,1025.0
8.0,1.4720052200702725,1035.0
8.200000000000001,1.4810646456620873,1041.0
8.4,1.4893760110622907,1049.0
8.6,1.4969661510942274,1055.0
8.8,1.5038605671794159,1067.0
9.0,1.5100835869580749,1071.0
9.200000000000001,1.5156584865749494,1081.0
9.4,1.520640085483791,1088.0
9.600000000000001,1.5256704224373436,1094.0
9.8,1.5301240367750495,1108.0
10.0,1.5340187204122913,1118.0
10.200000000000001,1.537371630559079,1134.0
10.4,1.5401993293640857,1142.0
10.600000000000001,1.542517817120583,1148.0
10.8,1.5443425605488699,1154.0
11.0,1.5456885170515449,1167.0
11.200000000000001,1.546570155862355,1171.0
11.4,1.5475890949166171,1182.0
11.600000000000001,1.5482100589030097,1186.0
11.8,1.5484126470659163,1198.0
12.0,1.5482081602816322,1204.0
12.200000000000001,1.5476075757374872,1222.0
12.4,1.5466215635355667,1228.0
12.600000000000001,1.5452605003098938,1240.0
12.8,1.543534480295591,1246.0
13.0,1.5414533245134265,1254.0
13.200000000000001,1.5393828855016238,1265.0
13.4,1.5371897207911758,1277.0
13.600000000000001,1.5346746252770487,1289.0
13.8,1.5318453151412257,1297.0
14.0,1.5287093185740588,1305.0
14.200000000000001,1.5252739855138344,1305.0
14.4,1.5215464959405693,1312.0
14.600000000000001,1.5175338668492486,1330.0
14.8,1.5132429581110216,1336.0
15.0,1.5087304083687485,1345.0
15.200000000000001,1.5044233738232293,1355.0
15.4,1.499862979569059,1369.0
15.600000000000001,1.4950546339489392,1383.0
15.8,1.4900036397180685,1393.0
16.0,1.4847152003678161,1403.0
16.2,1.4791944254102418,1409.0
16.400000000000002,1.4734463347280382,1413.0
16.6,1.467475862070259,1417.0
16.8,1.4612878579239919,1429.0
17.0,1.4550512470399468,1444.0
17.2,1.4489241269889561,1454.0
17.400000000000002,1.4425979639221254,1458.0
17.6,1.4360766096560411,1472.0
17.8,1.4293638637600594,1476.0
18.0,1.4224634771832143,1488.0
18.2,1.415379155315165,1492.0
18.400000000000002,1.408114560538067,1503.0
18.6,1.4006733143212813,1517.0
18.8,1.3930589990232534,1525.0
19.0,1.3854386064212036,1536.0
19.200000000000003,1.3779353430263086,1550.0
19.400000000000002,1.3702733745889049,1558.0
19.6,1.362455586543902,1572.0
19.8,1.3544848471586732,1578.0
20.0,1.346364010284816,1586.0
20.200000000000003,1.3380959177618479,1592.0
20.400000000000002,1.3296834014971495,1604.0
20.6,1.3211292852439414,1614.0
20.8,1.3124363861873576,1626.0
21.0,1.3036775738964366,1629.0
21.200000000000003,1.2951301514226827,1635.0
21.400000000000002,1.2864557938505072,1641.0
21.6,1.2776568491198645,1653.0
21.8,1.268735675360034,1665.0
22.0,1.2596946430415699,1677.0
22.200000000000003,1.2505361368387327,1681.0
22.400000000000002,1.2412625572146965,1693.0
22.6,1.2318763217296578,1704.0
22.8,1.22237986614374,1720.0
23.0,1.212775645308426,1728.0
23.200000000000003,1.203353636180438,1735.0
23.400000000000002,1.1939298280905035,1745.0
23.6,1.1844084796944259,1751.0
23.8,1.1747917562165355,1761.0
24.0,1.1650818528216433,1771.0
24.200000000000003,1.1552809954744276,1783.0
24.400000000000002,1.1453914415303217,1791.0
24.6,1.1354154800588674,1793.0
24.8,1.1253554319255983,1801.0
25.0,1.1152136496780543,1811.0
25.200000000000003,1.1050256726763905,1818.0
25.400000000000002,1.095089064096797,1834.0
25.6,1.085080537662236,1842.0
25.8,1.0750022536961978,1858.0
26.0,1.0648564070887403,1866.0
26.200000000000003,1.0546452268898179,1880.0
26.400000000000002,1.0443709756718391,1888.0
26.6,1.0340359486728943,1892.0
26.8,1.0236424727226705,1900.0
27.0,1.013192904995293,1908.0
27.200000000000003,1.0026896316005178,1910.0
27.400000000000002,0.992205420783776,1920.0
27.6,0.9819410530461568,1932.0
27.8,0.9716324754782164,1940.0
28.0,0.9612819098985312,1954.0
28.200000000000003,0.9508916029246564,1960.0
28.400000000000002,0.9404638243908039,1974.0
28.6,0.9300008656204284,1984.0
28.8,0.9195050375641642,1990.0
29.0,0.9089786688076629,2002.0
29.200000000000003,0.8984241034900577,2012.0
29.400000000000002,0.8878436991363685,2018.0
29.6,0.8772689208326625,2035.0
29.8,0.8669620933626021,2045.0
30.0,0.8566384523817874,2049.0
30.200000000000003,0.8463001629444022,2063.0
30.400000000000002,0.8359493955911717,2071.0
30.6,0.8255883243156461,2075.0
30.8,0.8152191244708007,2083.0
31.0,0.804843970624816,2089.0
31.200000000000003,0.7944650343683293,2089.0
31.400000000000002,0.7840844821016617,2101.0
31.6,0.7737044728119429,2113.0
31.8,0.7633271558298986,2121.0
32.0,0.7531758580902164,2130.0
32.2,0.7431106691414584,2144.0
32.4,0.7330560364317336,2156.0
32.6,0.7230138605706458,2170.0
32.800000000000004,0.7129860248006992,2174.0
33.0,0.7029743931764045,2180.0
33.2,0.6929808087524947,2185.0
33.4,0.6830070917828266,2197.0
33.6,0.6730550379405571,2209.0
33.800000000000004,0.6631264165817612,2225.0
34.0,0.6532229690378415,2231.0
34.2,0.6433888149387172,2240.0
34.4,0.6338228624739628,2246.0
34.6,0.6242884918923579,2250.0
34.800000000000004,0.6147871537908287,2260.0
35.0,0.6053202654578484,2270.0
35.2,0.5958892097346222,2274.0
35.4,0.5864953339198422,2276.0
35.6,0.5771399487206139,2284.0
35.800000000000004,0.5678243272485588,2298.0
36.0,0.558549704077592,2308.0
36.2,0.549317274365535,2318.0
36.4,0.5401281930305117,2328.0
36.6,0.5310689847125758,2339.0
36.800000000000004,0.522236188733757,2349.0
37.0,0.51345109181959,2355.0
37.2,0.5047145414124827,2363.0
37.4,0.4960273437157525,2377.0
37.6,0.4873902634743672,2385.0
37.800000000000004,0.47880402381211695,2393.0
38.0,0.4702693061247345,2399.0
38.2,0.4617867500267323,2405.0
38.400000000000006,0.45335695336576975,2415.0
38.6,0.444980472298667,2423.0
38.800000000000004,0.4366578214230117,2429.0
39.0,0.42845224206047305,2434.0
39.2,0.4204900597447647,2438.0
39.400000000000006,0.4125839665465634,2442.0
39.6,0.4047341923351837,2454.0
39.800000000000004,0.3969409287033443,2468.0
40.0,0.38920432959891116,2468.0
40.2,0.38152451199879067,2482.0
40.400000000000006,0.3739015566225419,2490.0
40.6,0.3663355086814448,2498.0
40.800000000000004,0.35882637867132416,2502.0
41.0,0.35137414320455207,2510.0
41.2,0.34397874587257604,2518.0
41.400000000000006,0.33664009813986695,2526.0
41.6,0.3295798715858922,2535.0
41.800000000000004,0.32259262870448424,2539.0
42.0,0.3156624161627377,2553.0
42.2,0.3087889221383193,2563.0
42.400000000000006,0.3019718090870782,2567.0
42.6,0.2952107148945089,2577.0
42.800000000000004,0.2885052540335096,2585.0
43.0,0.28185501872340524,2587.0
43.2,0.2752595800923956,2593.0
43.400000000000006,0.26871848934572995,2599.0
43.6,0.26223127892794196,2605.0
43.800000000000004,0.2557974636792153,2607.0
44.0,0.2494995973887768,2612.0
44.2,0.24339614064923865,2622.0
44.400000000000006,0.2373451788346017,2628.0
44.6,0.2313460759105368,2642.0
44.800000000000004,0.22539818509279996,2646.0
45.0,0.2195008500206228,2660.0
45.2,0.21365340590404003,2670.0
45.400000000000006,0.20785518064262476,2674.0
45.6,0.20210549591300264,2678.0
45.800000000000004,0.19640366823090005,2680.0
46.0,0.19074900998312216,2686.0
46.2,0.1851408304245723,2696.0
46.400000000000006,0.17957843664159157,2698.0
46.6,0.1741793012535311,2709.0
46.800000000000004,0.1689197050583715,2717.0
