time(y),mp_elev(m),dep_area(m^2)
0.0,-0.010000000000005116,1.0
0.2,0.0336844255863582,34.0
0.4,0.10887523328690918,89.0
0.6000000000000001,0.18191238069672977,122.0
0.8,0.24807648968973695,144.0
1.0,0.30666245763055144,157.0
1.2000000000000002,0.3569153111395593,169.0
1.4000000000000001,0.4005694672807607,182.0
1.6,0.43620546451072073,195.0
1.8,0.46455874752847137,205.0
2.0,0.48685251424508635,209.0
2.2,0.5049896902704205,216.0
2.4000000000000004,0.5200220993918521,228.0
2.6,0.5314213959745473,234.0
2.8000000000000003,0.5395581966720471,243.0
3.0,0.5447235897475622,251.0
3.2,0.5486150803657779,260.0
3.4000000000000004,0.5502224524530703,268.0
3.6,0.5495597787442676,274.0
3.8000000000000003,0.5467993819757879,286.0
4.0,0.542440597235867,293.0
4.2,0.5373892951127885,301.0
4.4,0.53072639739365,313.0
4.6000000000000005,0.5225718342471453,318.0
4.800000000000001,0.5130400180314751,326.0
5.0,0.5028616517907523,335.0
5.2,0.4921884571203634,345.0
5.4,0.48048586603569277,361.0
5.6000000000000005,0.46784364447076143,367.0
5.800000000000001,0.45434904673459187,371.0
6.0,0.4408298911891251,384.0
6.2,0.4270471953316246,392.0
6.4,0.4126827073905446,400.0
6.6000000000000005,0.39780557272816,408.0
6.800000000000001,0.3824823140775351,414.0
7.0,0.3675246503779448,432.0
7.2,0.3525574459608265,440.0
7.4,0.3373466283527762,452.0
7.6000000000000005,0.32194114692326536,454.0
7.800000000000001,0.3063871460146572,468.0
8.0,0.29139184556524356,479.0
8.200000000000001,0.27663571622699124,483.0
8.4,0.26186873286181367,489.0
8.6,0.24712077774269403,505.0
8.8,0.23241917725502503,515.0
9.0,0.21830024894782696,522.0
9.200000000000001,0.20464969340690686,530.0
9.4,0.1911260269854722,534.0
9.600000000000001,0.17774286655074434,544.0
9.8,0.16451185293774984,552.0
10.0,0.15174893458987526,559.0
10.200000000000001,0.13966322283370403,561.0
10.4,0.12776471171505932,571.0
10.600000000000001,0.11605477373265671,583.0
10.8,0.10453359474456647,589.0
11.0,0.09326029467943897,592.0
11.200000000000001,0.08286099474362629,600.0
11.4,0.07265407413991909,608.0
11.600000000000001,0.06263325828784616,611.0
11.8,0.052791904280283575,613.0
12.0,0.04312316893826562,613.0
12.200000000000001,0.03409099489775258,613.0
12.4,0.02544199204029951,617.0
12.600000000000001,0.01694893305584344,610.0
12.8,0.008602407188192274,586.0
13.0,0.0003933997526388566,565.0
13.200000000000001,-0.007570496122539794,548.0
13.4,-0.014889436381622545,545.0
13.600000000000001,-0.022091996896946853,541.0
13.8,-0.02918757827008278,530.0
14.0,-0.03618486652405295,518.0
14.200000000000001,-0.04309178622021648,503.0
14.4,-0.049576250097700836,504.0
14.600000000000001,-0.055731079737824984,494.0
14.8,-0.061815137167158696,489.0
15.0,-0.06783561840875052,483.0
15.200000000000001,-0.07379890831725788,474.0
15.4,-0.07971057782671664,462.0
15.600000000000001,-0.08510998735434328,465.0
15.8,-0.09038688612366741,454.0
16.0,-0.0956273367434477,452.0
